CarName_Brand,CarName_Model,CarName_ModelYear,CarName_Engine,CarName_Miles,CarName_gears,CarName_Price,CarName_Region,CarName_Dealer
Volkswagen,Polo,2020,Bensin,15677,Automat,137800,Örebro,Ömsa Bil
BMW,530,2014,Diesel,15817,Automat,224700,Jämtland,Riddermark Bil Östersund
Volkswagen,Tiguan,2018,Diesel,9190,Automat,279700,Jämtland,Riddermark Bil Östersund
Peugeot,508,2018,Diesel,19350,Automat,114800,Örebro,Ömsa Bil
Volkswagen,T-CROSS,2020,Bensin,2363,Manuell,154900,Stockholm,Volkswagen Värmdö Begagnade personbilar
Volvo,S60,2018,Diesel,13332,Automat,199900,Stockholm,Svenska Bilgruppen i Haninge AB
Audi,A3,2019,Bensin,4789,Automat,209900,Stockholm,Svenska Bilgruppen i Haninge AB
Toyota,Yaris,2015,Bensin,6917,Manuell,108900,Stockholm,Svenska Bilgruppen i Haninge AB
Volvo,V60,2018,Diesel,8438,Automat,229900,Stockholm,Svenska Bilgruppen i Haninge AB
Volvo,V90,2020,Diesel,11097,Automat,244900,Stockholm,Svenska Bilgruppen i Haninge AB
Volvo,V40,2016,Bensin,13455,Manuell,129900,Stockholm,Svenska Bilgruppen i Haninge AB
Audi,A7,2020,Bensin,3673,Automat,569900,Södermanland,KFL Bilcenter AB
Volvo,V90,2019,Diesel,7500,Automat,370000,Göteborg,
Kia,CEED,2016,Diesel,11400,Manuell,120000,Älvsborg,
Audi,Q3,2021,Bensin,3478,Automat,289900,Stockholm,Barkarby Bilcenter AB
Kia,Picanto,2018,Bensin,4740,Automat,130000,Stockholm,Autohero
Volkswagen,UP!,2016,Bensin,8190,Manuell,84000,Stockholm,Autohero
Volvo,XC60,2017,Diesel,12890,Automat,233000,Stockholm,Autohero
Volkswagen,Tiguan,2020,Diesel,7700,Automat,328000,Stockholm,Autohero
Volkswagen,Polo,2019,Bensin,5670,Manuell,145000,Stockholm,Autohero
Volkswagen,Golf,2016,Bensin,4520,Automat,172000,Stockholm,Autohero
Volvo,XC40,2022,Bensin,3610,Automat,355000,Stockholm,Autohero
Volvo,V40,2014,Diesel,9290,Manuell,164000,Stockholm,Autohero
Volvo,V90,2019,Diesel,6350,Automat,439000,Stockholm,Autohero
Volkswagen,Golf,2019,Diesel,9720,Automat,208000,Stockholm,Autohero
Volkswagen,Polo,2019,Bensin,6560,Automat,178000,Stockholm,Autohero
Volkswagen,UP!,2014,Bensin,13500,Manuell,55000,Skåne,
Audi,A7,2017,Diesel,9305,Automat,300000,Västmanland,
Volkswagen,Tiguan,2017,Diesel,12000,Automat,243000,Gävleborg,
Volvo,V40,2016,Diesel,10914,Manuell,138900,Jämtland,Riddermark Bil Östersund
BMW,X5,2015,Diesel,22100,Automat,289800,Stockholm,Bilsmidigt
Volvo,XC60,2019,Diesel,16990,Automat,284900,Stockholm,Bilsmidigt
Volvo,V90,2024,Diesel,1193,Automat,519000,Stockholm,Volvo Car Kungsängen
Volvo,V60,2017,Diesel,10226,Automat,214800,Kalmar,Riddermark bil Kalmar
Volvo,V70,2015,Diesel,20458,Manuell,138800,Kalmar,Riddermark bil Kalmar
Peugeot,208,2016,Diesel,8313,Manuell,109900,Kalmar,Riddermark bil Kalmar
Volkswagen,Golf,2016,Bensin,13500,Automat,150000,Stockholm,
Volkswagen,Passat,2018,Diesel,11608,Automat,229800,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Volvo,V90,2019,Diesel,17989,Automat,199800,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
BMW,520,2016,Diesel,14153,Automat,249800,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Volkswagen,Tiguan,2020,Bensin,7756,Automat,329900,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Kia,Optima,2015,Diesel,9512,Automat,159800,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
BMW,318,2017,Diesel,13914,Manuell,183800,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
BMW,X1,2020,Diesel,8669,Automat,334800,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
BMW,120,2019,Bensin,2210,Automat,235000,Älvsborg,
Volkswagen,Touareg,2017,Diesel,12140,Automat,229000,Stockholm,
Volkswagen,Golf,2019,Diesel,3255,Automat,180000,Göteborg,
Toyota,Aygo,2014,Bensin,12415,Manuell,60000,Stockholm,
BMW,320,2015,Diesel,10960,Automat,160000,Göteborg,
BMW,120,2019,Bensin,11750,Automat,199800,Uppsala,Kamux Uppsala
Opel,Astra,2017,Diesel,11950,Manuell,104900,Uppsala,Kamux Uppsala
Peugeot,308,2015,Bensin,18700,Manuell,75700,Uppsala,Kamux Uppsala
Volvo,V40,2014,Diesel,7800,Automat,164900,Uppsala,Kamux Uppsala
Volvo,V40,2015,Diesel,12698,Manuell,139900,Stockholm,
BMW,M5,2019,Bensin,11580,Automat,759700,Östergötland,VD Motor
Volvo,XC70,2014,Diesel,15750,Automat,195000,Uppsala,
BMW,120,2021,Diesel,6390,Automat,319800,Uppsala,One Car Group
Volkswagen,Passat,2020,Diesel,9915,Automat,329900,Gotland,
Volvo,V40,2016,Diesel,7782,Manuell,130000,Göteborg,
Volvo,V60,2015,Bensin,16509,Automat,269900,Uppsala,BG Motor AB - Tierp
BMW,420,2016,Diesel,11264,Automat,223000,Kronoberg,
Volkswagen,T-Roc,2021,Diesel,11663,Automat,224900,Stockholm,Carson Sverige AB
Audi,A4,2020,Diesel,8615,Automat,268900,Stockholm,Carson Sverige AB
Volkswagen,Golf,2017,Bensin,11581,Automat,199900,Stockholm,Carson Sverige AB
Volkswagen,T-Roc,2021,Diesel,11127,Automat,224900,Stockholm,Carson Sverige AB
Volvo,V40,2017,Diesel,10980,Automat,199900,Stockholm,Carson Sverige AB
Volkswagen,Passat,2016,Bensin,7270,Automat,229900,Stockholm,Carson Sverige AB
Volkswagen,Arteon,2020,Bensin,5376,Automat,369900,Stockholm,Carson Sverige AB
BMW,X3,2015,Diesel,11150,Automat,199900,Stockholm,Carson Sverige AB
Volkswagen,Golf,2019,Bensin,11274,Automat,199600,Kalmar,Riddermark bil Kalmar
BMW,320,2014,Diesel,13395,Automat,168800,Kalmar,Riddermark bil Kalmar
Peugeot,308,2020,Bensin,5688,Manuell,164800,Kalmar,Riddermark bil Kalmar
Audi,S4,2017,Bensin,10516,Automat,389900,Kalmar,Riddermark bil Kalmar
BMW,X4,2019,Bensin,12998,Automat,399800,Kalmar,Riddermark bil Kalmar
Volkswagen,Tiguan,2014,Diesel,11400,Automat,169900,Göteborg,5S Bil AB
Volkswagen,Tiguan,2014,Diesel,11400,Automat,169900,Göteborg,5S Bil AB
BMW,120,2019,Diesel,6215,Automat,234800,Västmanland,Riddermark bil Västerås
Volkswagen,T-CROSS,2023,Bensin,1059,Automat,249800,Västmanland,Riddermark bil Västerås
BMW,520,2018,Diesel,12040,Automat,313800,Västmanland,Riddermark bil Västerås
BMW,520,2018,Diesel,12292,Automat,308900,Västmanland,Riddermark bil Västerås
Volkswagen,Golf,2018,Bensin,7122,Automat,218900,Östergötland,Riddermark Bil - Linköping
Audi,Q5,2017,Diesel,10824,Automat,299800,Östergötland,Riddermark Bil - Linköping
BMW,320,2020,Bensin,7197,Automat,278900,Östergötland,Riddermark Bil - Linköping
Kia,Cee´d,2017,Diesel,6322,Manuell,154800,Östergötland,Riddermark Bil - Linköping
Kia,Picanto,2014,Bensin,6183,Manuell,88900,Stockholm,Riddermark bil Nacka
Peugeot,308,2015,Bensin,7827,Manuell,114900,Stockholm,Riddermark bil Nacka
BMW,116,2016,Diesel,9426,Manuell,144800,Stockholm,Riddermark bil Nacka
Toyota,Avensis,2016,Bensin,9217,Automat,184700,Stockholm,DAAL Bil AB
BMW,120,2021,Diesel,3714,Automat,319700,Stockholm,DAAL Bil AB
Volkswagen,Polo,2020,Bensin,1069,Automat,189700,Stockholm,DAAL Bil AB
Volvo,V40,2016,Diesel,8766,Manuell,155700,Stockholm,DAAL Bil AB
Volkswagen,Arteon,2022,Diesel,2254,Automat,398800,Västernorrland,Berners Person & Transportbilar i Sundsvall
BMW,420,2018,Diesel,10320,Automat,229900,Stockholm,Stockholms Bilgrupp Sverige AB
Volkswagen,T-Roc,2021,Bensin,3527,Manuell,199900,Västernorrland,Berners Person & Transportbilar i Sundsvall
BMW,520,2020,Diesel,13628,Automat,319900,Västernorrland,Berners Person & Transportbilar i Sundsvall
Volvo,V60,2022,Diesel,3429,Automat,408900,Västernorrland,Riddermark Bil Sundsvall
Volvo,V60,2019,Diesel,11453,Automat,319800,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Kia,Sorento,2016,Diesel,15273,Automat,199800,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Audi,A3,2018,Bensin,8591,Automat,248800,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Volvo,XC60,2018,Diesel,12258,Automat,327900,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Audi,A5,2016,Bensin,10704,Manuell,188900,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Volvo,V90,2017,Bensin,8433,Automat,277900,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Volvo,V60,2019,Diesel,13784,Automat,264700,Uppsala,Knivsta Bilhall
Volkswagen,Tiguan,2019,Diesel,11892,Automat,304800,Örebro,Riddermark bil Örebro
Volvo,V40,2018,Bensin,7342,Manuell,188900,Örebro,Riddermark bil Örebro
BMW,320,2017,Diesel,10995,Automat,239900,Göteborg,Unique Cars AB
Audi,A4,2023,Diesel,3868,Automat,418900,Örebro,Riddermark bil Örebro
Volkswagen,Arteon,2018,Diesel,11799,Automat,284900,Göteborg,Unique Cars AB
Kia,Cee´d,2016,Diesel,8866,Manuell,134800,Uppsala,Knivsta Bilhall
Volvo,V40,2018,Diesel,8664,Manuell,188900,Uppsala,Knivsta Bilhall
Volkswagen,Tiguan,2017,Diesel,14651,Automat,214700,Uppsala,Knivsta Bilhall
Volkswagen,Tiguan,2018,Diesel,14351,Automat,214700,Uppsala,Knivsta Bilhall
Volkswagen,Golf,2014,Diesel,12998,Automat,178900,Uppsala,Knivsta Bilhall
Peugeot,308,2017,Diesel,7123,Manuell,114900,Södermanland,Kamux Nyköping
Peugeot,5008,2017,Diesel,7960,Automat,232900,Södermanland,Kamux Nyköping
Volvo,S60,2020,Bensin,4561,Automat,358900,Västmanland,Kamux Västerås
Audi,A6,2016,Diesel,10500,Automat,219800,Örebro,Kamux Örebro
Audi,A6,2016,Diesel,18032,Automat,184900,Örebro,Kamux Örebro
Audi,RS3,2018,Bensin,5310,Automat,518000,Stockholm,Cederfeldts Bil AB
BMW,540,2017,Bensin,13900,Automat,383000,Blekinge,Kamux Karlskrona
Volkswagen,Golf,2014,Bensin,14700,Automat,239800,Blekinge,Kamux Karlskrona
Volvo,XC60,2018,Bensin,11000,Automat,335800,Blekinge,Kamux Karlskrona
Opel,Insignia,2014,Diesel,17000,Automat,114900,Blekinge,Kamux Karlskrona
Volvo,V40,2019,Bensin,7891,Automat,205900,Östergötland,Kamux Linköping
Volvo,V60,2014,Bensin,10985,Automat,159800,Stockholm,Cederfeldts Bil AB
Volvo,V60,2014,Diesel,8452,Manuell,149800,Stockholm,Cederfeldts Bil AB
Volvo,V90,2020,Diesel,18000,Automat,279900,Gävleborg,Motorkompaniet Söderhamn
Kia,Sportage,2016,Diesel,11600,Automat,209900,Gävleborg,Motorkompaniet Söderhamn
BMW,520,2018,Diesel,12556,Automat,259900,Stockholm,Cederfeldts Bil AB
Volvo,V90,2019,Bensin,6667,Automat,264500,Göteborg,
Audi,Q3,2022,Bensin,2604,Automat,369900,Göteborg,
Audi,A4,2021,Diesel,7450,Automat,379900,Stockholm,"Riddermark Bil, Täby - Arninge"
BMW,M5,2021,Bensin,6300,Automat,1079000,Stockholm,
Volkswagen,Passat,2015,Diesel,18058,Automat,155000,Älvsborg,
Volvo,XC90,2017,Diesel,14685,Automat,367000,Göteborg,
Volvo,S90,2017,Diesel,19500,Automat,224900,Gävleborg,Kamux Gävle
Volvo,V60,2017,Bensin,8600,Automat,229900,Gävleborg,Kamux Gävle
Audi,A6,2014,Diesel,10307,Automat,224900,Gävleborg,Kamux Gävle
BMW,120,2019,Bensin,6900,Automat,213900,Stockholm,
Audi,A4,2015,Diesel,13591,Automat,148500,Kalmar,
Volvo,V40,2017,Diesel,10533,Manuell,149900,Skåne,Bilia Outlet Jägersro
BMW,218,2016,Bensin,5944,Automat,199800,Västmanland,Riddermark bil Västerås
Volkswagen,Golf,2015,Bensin,10162,Automat,289500,Östergötland,
Volvo,S60,2015,Diesel,15423,Automat,165000,Älvsborg,
Audi,A3,2018,Bensin,6279,Automat,268700,Östergötland,Riddermark Bil - Linköping
BMW,520,2017,Diesel,10378,Automat,329800,Östergötland,Riddermark Bil - Linköping
Kia,Sorento,2016,Diesel,16168,Automat,198900,Jämtland,Riddermark Bil Östersund
BMW,520,2014,Diesel,14965,Automat,168800,Jämtland,Riddermark Bil Östersund
Volkswagen,Tiguan,2017,Diesel,13335,Automat,228800,Jämtland,Riddermark Bil Östersund
Volkswagen,Tiguan,2018,Diesel,13649,Automat,249900,Jämtland,Riddermark Bil Östersund
Volkswagen,Tiguan,2018,Diesel,21534,Automat,199900,Jämtland,Riddermark Bil Östersund
Volvo,XC60,2015,Diesel,15327,Automat,214900,Stockholm,
Volkswagen,Touareg,2019,Diesel,12386,Automat,429700,Stockholm,DAAL Bil AB
Peugeot,308,2016,Bensin,6361,Automat,129700,Stockholm,DAAL Bil AB
Peugeot,508,2019,Bensin,7180,Automat,239700,Stockholm,DAAL Bil AB
Volvo,V60,2024,Bensin,7,Automat,429400,Jönköping,Skobes Bil Tranås
Volvo,XC40,2020,Diesel,15434,Automat,278900,Kalmar,Skobes Bil I Vimmerby
Volkswagen,T-CROSS,2020,Bensin,7950,Automat,204800,Göteborg,Din Bil / Volkswagen Göteborg - Begagnade bilar
Audi,RS3,2023,Bensin,124,Automat,729800,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Volvo,S60,2016,Diesel,17216,Manuell,159900,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Volvo,XC90,2014,Diesel,12020,Automat,204900,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Volvo,V60,2014,Diesel,11414,Automat,188800,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Audi,A5,2022,Bensin,5188,Automat,338900,Örebro,Riddermark bil Örebro
Kia,Sportage,2019,Bensin,6187,Automat,259800,Örebro,Riddermark bil Örebro
BMW,330,2017,Bensin,15271,Automat,234800,Örebro,Riddermark bil Örebro
Audi,A8,2014,Diesel,15682,Automat,299800,Örebro,Riddermark bil Örebro
Opel,Corsa,2019,Bensin,1990,Automat,148900,Örebro,Riddermark bil Örebro
Volvo,XC90,2016,Diesel,17457,Automat,319800,Västernorrland,Riddermark Bil Sundsvall
Volkswagen,Tiguan,2021,Diesel,7607,Automat,399800,Västernorrland,Riddermark Bil Sundsvall
BMW,X3,2016,Diesel,15368,Automat,249800,Västernorrland,Riddermark Bil Sundsvall
BMW,520,2017,Diesel,9285,Automat,249000,Kalmar,Liljas Personbilar AB
Volkswagen,Golf,2017,Diesel,25197,Manuell,94900,Stockholm,Car Trade Sweden AB
BMW,120,2014,Diesel,26627,Manuell,79900,Stockholm,Car Trade Sweden AB
Kia,CEED,2015,Diesel,24319,Manuell,69900,Stockholm,Car Trade Sweden AB
Volvo,V60,2016,Diesel,14700,Automat,199000,Älvsborg,
Volkswagen,Passat,2015,Diesel,17908,Automat,129900,Jönköping,
Volvo,XC60,2018,Diesel,16593,Automat,345000,Västernorrland,
Kia,Niro,2014,Bensin,1,Manuell,50000,Halland,
Audi,A6,2014,Diesel,19567,Automat,189000,Kalmar,
Kia,Sportage,2016,Diesel,14164,Automat,179800,Kronoberg,Kamux Växjö
Opel,Crossland,2021,Bensin,2999,Automat,199800,Kronoberg,Kamux Växjö
Volvo,V90,2020,Diesel,5628,Automat,378900,Kronoberg,Kamux Växjö
Volkswagen,Golf,2017,Bensin,12265,Automat,259900,Norrbotten,Johanssons Bil Norr AB
Volkswagen,Passat,2021,Diesel,8800,Automat,299900,Norrbotten,Johanssons Bil Norr AB
Volvo,V70,2015,Diesel,14309,Manuell,175000,Halland,
Audi,A4,2015,Diesel,13129,Manuell,164900,Västerbotten,Niemi Bil Skellefteå
Opel,Insignia,2018,Diesel,7086,Automat,239900,Västerbotten,Niemi Bil Skellefteå
Volvo,XC90,2018,Bensin,6242,Automat,469900,Västerbotten,Niemi Bil Umeå
Audi,A5,2016,Diesel,9675,Automat,209900,Västerbotten,Niemi Bil Umeå
Peugeot,308,2022,Bensin,2589,Automat,244900,Norrbotten,Niemi Bil - Banvägen 7
BMW,118,2016,Bensin,9386,Automat,179900,Norrbotten,Niemi Bil - Banvägen 7
BMW,X5,2022,Diesel,7770,Automat,799900,Uppsala,Toyota Uppsala Begagnade Bilar
Volkswagen,T-Roc,2021,Bensin,4795,Manuell,184900,Jönköping,Atteviks Bil AB - Tranås
Volkswagen,Golf,2023,Bensin,1922,Manuell,219900,Jönköping,Atteviks Bil AB - Jönköping
Volkswagen,Polo,2018,Bensin,7634,Automat,159800,Västmanland,Riddermark bil Västerås
Volkswagen,Tiguan,2021,Diesel,11371,Automat,354800,Västmanland,Riddermark bil Västerås
Audi,A6,2021,Diesel,4219,Automat,379800,Örebro,Riddermark bil Örebro
BMW,X4,2019,Bensin,8014,Automat,529900,Örebro,Riddermark bil Örebro
Volkswagen,Tiguan,2024,Bensin,220,Automat,380000,Stockholm,
BMW,330,2017,Bensin,8436,Automat,269000,Stockholm,
Kia,Rio,2017,Bensin,4316,Manuell,139800,Stockholm,Riddermark bil Nacka
Volkswagen,Golf,2015,Bensin,9937,Manuell,124900,Stockholm,Riddermark bil Nacka
Peugeot,5008,2017,Bensin,8047,Automat,248900,Stockholm,Riddermark bil Nacka
Peugeot,508,2019,Bensin,4739,Automat,264800,Stockholm,Riddermark bil Nacka
Volkswagen,Golf,2018,Bensin,8373,Manuell,129000,Södermanland,
Opel,Astra,2019,Bensin,4529,Manuell,129900,Skåne,Hedin Bil
Volvo,XC90,2018,Diesel,13811,Automat,368900,Östergötland,Riddermark Bil - Linköping
Audi,A6,2019,Diesel,5070,Automat,340000,Stockholm,
Volvo,V40,2015,Bensin,16800,Manuell,110000,Stockholm,
Volvo,V70,2015,Diesel,19300,Manuell,144500,Halland,
Volvo,XC90,2017,Diesel,14825,Automat,330000,Östergötland,
BMW,320,2019,Diesel,9800,Automat,235000,Skåne,
Volkswagen,Arteon,2018,Diesel,11802,Automat,265000,Skaraborg,
BMW,520,2018,Diesel,9010,Automat,280000,Stockholm,
Kia,Picanto,2018,Bensin,8280,Manuell,118000,Skåne,Fordonscompaniet i Kristianstad
BMW,520,2014,Diesel,18300,Automat,152000,Stockholm,
Volvo,S60,2020,Bensin,10400,Automat,329900,Göteborg,Value cars sweden ab
Audi,A5,2015,Diesel,10921,Automat,188900,Jämtland,Riddermark Bil Östersund
Volvo,V90,2021,Diesel,12215,Automat,349800,Jämtland,Riddermark Bil Östersund
Volvo,S90,2018,Diesel,7762,Automat,279700,Jämtland,Riddermark Bil Östersund
Volvo,V60,2021,Bensin,3941,Automat,368800,Jämtland,Riddermark Bil Östersund
Audi,Q3,2023,Diesel,3183,Automat,399900,Jämtland,Riddermark Bil Östersund
BMW,435,2015,Bensin,11684,Automat,298900,Västerbotten,Niemi Bil Skellefteå
BMW,330,2018,Bensin,5737,Automat,309900,Västerbotten,Niemi Bil Skellefteå
Volkswagen,Touareg,2015,Diesel,12470,Automat,259900,Västerbotten,Niemi Bil Skellefteå
Volvo,V90,2017,Diesel,22096,Automat,219800,Uppsala,RW Motor AB
Volkswagen,Passat,2017,Diesel,11719,Automat,199900,Uppsala,RW Motor AB
Volvo,XC60,2015,Diesel,21050,Automat,158900,Uppsala,RW Motor AB
Toyota,Avensis,2015,Diesel,14893,Manuell,133900,Uppsala,RW Motor AB
Kia,Picanto,2016,Bensin,15607,Automat,79900,Uppsala,RW Motor AB
Audi,A3,2016,Bensin,14060,Automat,159800,Kalmar,Kamux Kalmar
BMW,520,2017,Diesel,19300,Automat,264900,Kalmar,Kamux Kalmar
BMW,318,2017,Diesel,19900,Automat,174900,Kalmar,Kamux Kalmar
Volvo,V60,2020,Diesel,27816,Automat,199900,Uppsala,JB Motor & Entreprenad AB
BMW,520,2014,Diesel,17351,Automat,149900,Jönköping,Smart Citybil Sverige AB
Opel,Corsa,2016,Bensin,9250,Manuell,79000,Stockholm,Hedin Bil Säket
Audi,Q3,2020,Bensin,8928,Automat,264900,Östergötland,Fikratsson Bil AB MRF - handlare
Volvo,V60,2015,Bensin,15901,Manuell,139900,Östergötland,Fikratsson Bil AB MRF - handlare
Volkswagen,T-CROSS,2021,Bensin,4226,Automat,214900,Östergötland,Fikratsson Bil AB MRF - handlare
Volkswagen,Golf,2015,Diesel,11792,Automat,139800,Östergötland,R&M bilar Sweden
Audi,SQ7,2020,Diesel,5800,Automat,979900,Jämtland,Fordonshallen Östersund AB
BMW,X1,2016,Diesel,13300,Manuell,199000,Blekinge,
Kia,Picanto,2020,Bensin,5321,Manuell,108000,Halland,
Audi,A4,2015,Diesel,18243,Manuell,118000,Uppsala,
Volkswagen,Passat,2015,Diesel,18500,Automat,160000,Uppsala,
Volvo,V40,2018,Bensin,2762,Automat,233000,Blekinge,
Volkswagen,Golf,2016,Bensin,10511,Automat,155000,Skåne,
BMW,118,2016,Diesel,16409,Automat,165000,Östergötland,
Volvo,XC40,2019,Diesel,10441,Automat,299900,Uppsala,Auto Five Star
Toyota,C-HR,2019,Bensin,6082,Manuell,194900,Stockholm,"Riddermark Bil, Täby - Arninge"
BMW,320,2020,Bensin,4832,Automat,378900,Stockholm,"Riddermark Bil, Täby - Arninge"
BMW,120,2017,Diesel,8415,Automat,228900,Stockholm,"Riddermark Bil, Täby - Arninge"
BMW,320,2017,Diesel,11005,Automat,229800,Stockholm,Riddermark bil Nacka
Peugeot,2008,2015,Bensin,5479,Automat,134800,Stockholm,Riddermark bil Nacka
Volvo,S60,2019,Bensin,12677,Automat,298900,Stockholm,Riddermark bil Nacka
Kia,Optima,2018,Diesel,8014,Automat,209800,Stockholm,Riddermark bil Nacka
Volkswagen,Touareg,2015,Bensin,10531,Automat,229900,Västerbotten,Niemi Bil Umeå
Peugeot,2008,2019,Bensin,2903,Automat,179900,Västerbotten,Niemi Bil Umeå
Audi,A4,2017,Diesel,10850,Automat,229000,Norrbotten,Niemi Bil - Banvägen 7
Opel,Insignia,2014,Bensin,5224,Manuell,159900,Norrbotten,Niemi Bil - Banvägen 7
Peugeot,508,2016,Bensin,11847,Automat,154900,Norrbotten,Niemi Bil - Banvägen 7
Volkswagen,Golf,2018,Diesel,8777,Automat,179900,Göteborg,Moberg Bil AB - Göteborg
Peugeot,308,2017,Diesel,11000,Automat,129900,Jönköping,Dns bilar
BMW,118,2016,Bensin,17000,Manuell,129900,Jönköping,Dns bilar
Audi,A4,2016,Diesel,22000,Automat,149900,Jönköping,Dns bilar
Volvo,V40,2017,Diesel,8145,Automat,189800,Södermanland,Riddermark Bil - Webblager
Peugeot,3008,2020,Bensin,8665,Automat,234800,Södermanland,Riddermark Bil - Webblager
Audi,A4,2016,Diesel,11972,Automat,194800,Södermanland,Riddermark Bil - Webblager
Volvo,V40,2015,Bensin,9528,Automat,188900,Södermanland,Riddermark Bil - Webblager
Volkswagen,Golf,2018,Bensin,11497,Automat,308900,Södermanland,Riddermark Bil - Webblager
Volkswagen,Polo,2015,Diesel,7728,Manuell,119900,Skåne,RIXBIL
Volvo,XC60,2015,Diesel,16210,Automat,184900,Skåne,RIXBIL
Volvo,V90,2019,Bensin,7880,Automat,319700,Västernorrland,Riddermark Bil Sundsvall
Audi,A4,2017,Diesel,11123,Automat,218900,Västernorrland,Riddermark Bil Sundsvall
Audi,A6,2021,Bensin,2114,Automat,389800,Skåne,Riddermark Bil AB Webblager Syd
Audi,A3,2017,Bensin,10251,Automat,174800,Göteborg,Riddermark Bil - Webblager Väst
BMW,428,2015,Bensin,8344,Automat,269800,Göteborg,Riddermark Bil - Webblager Väst
Volvo,V90,2020,Diesel,7297,Automat,298900,Kalmar,Liljas Personbilar AB
Audi,A4,2015,Diesel,12734,Automat,184800,Halland,Riddermark bil Halmstad
Volvo,S60,2016,Diesel,10452,Automat,219800,Halland,Riddermark bil Halmstad
Audi,A4,2017,Diesel,8467,Automat,233900,Västerbotten,Riddermark Bil - Webblager Norr
Volvo,XC90,2017,Diesel,17753,Automat,320000,Jönköping,
Audi,A3,2021,Bensin,3788,Automat,249000,Stockholm,Din Bil / Audi Kista - Begagnade bilar
Audi,A3,2021,Bensin,7056,Automat,224000,Stockholm,Din Bil / Audi Kista - Begagnade bilar
Audi,A6,2018,Diesel,17500,Automat,200000,Göteborg,
Volkswagen,Golf,2014,Diesel,15597,Manuell,93000,Uppsala,
Volvo,V90,2018,Bensin,7705,Automat,250000,Stockholm,
BMW,535,2014,Diesel,12992,Automat,229000,Skåne,
Volvo,V90,2020,Diesel,12999,Automat,309900,Skåne,Bilgalaxen AB
Volvo,V60,2017,Diesel,15014,Automat,169000,Göteborg,
Audi,A4,2018,Diesel,11267,Automat,269000,Östergötland,
BMW,520,2016,Diesel,8300,Automat,245000,Skåne,
BMW,520,2018,Diesel,11748,Automat,304600,Västernorrland,Riddermark Bil Sundsvall
Audi,A6,2016,Diesel,13211,Automat,238900,Västernorrland,Riddermark Bil Sundsvall
Audi,Q3,2017,Diesel,9255,Manuell,198900,Stockholm,"Riddermark Bil, Täby - Arninge"
Audi,SQ7,2017,Diesel,14412,Automat,528900,Stockholm,"Riddermark Bil, Täby - Arninge"
Volkswagen,Passat,2018,Diesel,13002,Manuell,169900,Stockholm,"Riddermark Bil, Täby - Arninge"
Volvo,XC60,2019,Diesel,10367,Automat,298700,Östergötland,Riddermark Bil - Linköping
Audi,A3,2015,Bensin,13806,Automat,169800,Östergötland,Riddermark Bil - Linköping
Volvo,V90,2021,Diesel,18700,Automat,289900,Värmland,Klarälvens Bil AB
Volkswagen,Golf,2022,Bensin,4900,Automat,339900,Norrbotten,Norrlands Bil Luleå
Audi,A3,2014,Bensin,13520,Manuell,114800,Södermanland,Riddermark Bil - Webblager
Peugeot,208,2023,Bensin,558,Automat,269900,Skåne,Mobility Motors Malmö
BMW,330,2018,Bensin,15967,Automat,229000,Dalarna,
Kia,Sorento,2017,Diesel,12845,Automat,249900,Västernorrland,Riddermark Bil Sundsvall
Audi,A6,2018,Diesel,13303,Automat,244900,Västernorrland,Riddermark Bil Sundsvall
Volvo,V60,2019,Diesel,15250,Automat,195000,Skåne,
Audi,A6,2015,Diesel,10598,Automat,259700,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Peugeot,208,2020,Bensin,279,Automat,209500,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Volvo,V70,2014,Diesel,13799,Manuell,154900,Skåne,Riddermark Bil AB Webblager Syd
Volvo,XC60,2017,Diesel,14235,Automat,200000,Dalarna,
Volkswagen,Tiguan,2020,Bensin,6746,Automat,294800,Västerbotten,Riddermark Bil - Webblager Norr
Volvo,V90,2019,Diesel,10114,Automat,299800,Örebro,Riddermark bil Örebro
Volvo,XC70,2016,Diesel,14329,Automat,249800,Örebro,Riddermark bil Örebro
BMW,418,2016,Diesel,7859,Automat,214800,Örebro,Riddermark bil Örebro
Volkswagen,Passat,2021,Diesel,11901,Automat,244900,Stockholm,LeasePlan
Audi,A3,2016,Bensin,7999,Automat,174900,Stockholm,Kamux Heron City
Volkswagen,Passat,2019,Diesel,10429,Automat,244900,Stockholm,LeasePlan
